16388,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16389,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,173,2,0,0,0,2
16390,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16391,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16392,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16393,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16394,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16395,0,0,0,2,1447,0,0,0,0,1,2,0,2283,0,1,0,3,0,1,1,2,0,0,0,2
16396,0,0,0,1057,0,0,0,0,3861,103,0,0,672,4873,21,0,6213,4603,788,1,131,0,5349,0,806
16397,0,0,0,21,0,0,0,0,0,15,18,0,22,856,1,0,6214,54,1,34,62,0,5350,0,2
16398,0,667,0,50,0,0,0,0,0,1,1958,0,295,0,85,0,6215,0,2770,1,254,0,0,0,3294
16399,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1151,2,0,0,0,2
16400,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16401,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16402,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16403,0,0,0,3434,0,0,0,0,0,1,2,0,2,0,1,0,6216,0,1,1,2,0,0,0,2
16404,0,0,0,509,0,0,0,0,0,1,1268,0,336,4874,1417,0,6217,4604,2337,16,3656,0,5351,0,350
16405,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16406,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16407,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16408,0,0,0,3435,0,0,0,0,0,3,85,0,2284,113,1,0,6218,2345,79,202,3657,0,5352,0,3295
16409,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16410,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16411,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16412,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16413,0,0,0,2,0,0,0,0,0,1,2,0,2,4875,169,0,3,4605,1,1,2,0,5353,0,2
16414,0,0,0,1894,0,0,0,0,1824,727,1045,0,71,2337,298,0,6219,4606,1477,31,57,0,5354,0,2
16415,0,0,0,364,0,0,0,0,3862,19,303,0,2285,0,211,0,6220,0,1,13,3658,0,0,0,3296
16416,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16417,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,4607,1,1,2,0,0,0,2
16418,0,0,0,1088,0,0,0,0,3863,15,18,0,56,4876,240,0,6221,4608,597,1,1806,0,5355,0,2
16419,0,0,0,3436,0,0,0,0,3864,15,44,0,1538,0,1418,0,6222,0,2771,92,3659,0,5356,0,2
16419,166,1016,15,3437,1054,4,113,223,3865,1331,1959,1,2286,4877,1419,681,6223,4609,2772,1152,3660,2,5357,1,2494
16420,0,0,0,1593,0,0,0,0,68,1,81,0,2287,4878,108,0,6224,0,1,1,3661,0,0,0,2
16421,0,0,0,3438,0,0,0,0,3866,11,1960,0,2288,0,260,907,6225,0,2773,84,3662,0,0,0,3297
16422,0,0,0,1653,1448,0,0,0,3867,1,119,0,49,4879,240,0,6226,4610,2774,1,3663,0,5358,0,3298
16423,0,1290,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16424,0,0,0,95,1449,0,0,0,3868,29,27,0,2289,4880,182,0,6227,4611,496,1153,3664,0,5359,0,2
16425,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16426,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16427,0,0,0,46,0,0,0,0,3869,1332,0,0,2290,4881,200,0,6228,4612,2775,17,309,0,5360,0,3299
16428,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16429,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16430,0,0,0,2112,0,0,0,0,3870,56,2,0,54,4882,1,0,6229,4613,2695,1154,736,0,5361,0,3300
16431,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16432,0,0,0,3439,0,0,0,0,0,461,27,0,26,0,779,0,6230,0,2776,1155,568,0,0,0,1001
16433,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16434,0,0,0,3440,0,0,0,0,3871,1,574,0,2291,0,1420,0,6231,0,1,1,32,0,0,0,2
16435,0,0,0,2,0,0,0,0,0,1,2,0,2,0,833,908,3,0,1,1,2,0,0,0,2
16436,0,0,0,2,0,0,0,0,0,1,2,0,487,0,1,0,3,0,1,1,2,0,0,0,2
16437,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16438,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16439,0,0,0,1466,0,0,0,0,148,29,1961,0,2292,4883,230,0,6232,4614,2777,1156,3665,0,5362,0,3301
16440,0,0,0,430,1450,0,0,0,0,1,81,0,2,4884,27,0,6233,4615,1,1157,2,0,5363,0,3302
16441,0,0,0,110,0,0,0,0,3872,1,0,0,92,4885,85,0,6234,4616,1,1,90,0,5364,0,2
16442,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16443,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16444,0,0,0,2,0,0,0,0,0,1,2,0,63,0,1,0,3,0,1,1,2,0,0,0,2
16445,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16446,0,0,0,3441,0,0,0,0,3873,1038,0,0,71,0,46,0,6235,4617,2778,3,3666,0,5365,0,3303
16447,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16448,0,0,0,2,0,0,0,0,0,1,2,0,2,284,1,0,3,4618,1,1,2,0,5366,0,2
16449,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16450,0,0,0,364,1451,0,0,0,3874,298,409,0,5,4886,262,0,6236,4619,563,1158,3667,0,5367,0,573
16451,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1421,0,3,0,1,1,2,0,0,0,2
16452,0,0,0,3442,0,0,0,0,0,0,50,0,2293,479,85,0,6237,4620,2779,1159,3668,0,5368,0,3304
16453,0,0,0,2,0,0,0,0,3875,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16454,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16455,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1422,0,3,0,1,1,2,0,0,0,2
16456,0,0,0,2,0,0,0,0,3876,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16457,0,0,0,2,0,0,0,0,3877,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16458,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16459,0,0,0,952,0,0,0,0,3878,216,326,0,600,4887,93,0,6238,4621,2780,1160,10,0,5369,0,3305
16460,0,0,0,2,0,0,0,0,0,1,2,0,2,4888,1,0,3,4622,1,1,2,0,5370,0,2
16461,0,0,0,2,0,0,0,0,3879,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16462,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16463,0,0,0,3443,0,0,151,0,3880,1,404,0,2294,0,52,0,6239,0,2781,1161,2,0,0,0,2
16464,0,0,0,3444,0,0,0,0,0,33,2,0,2,0,378,0,6240,0,1,1,96,0,0,0,3306
16465,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16466,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,909,3,0,1,1,2,0,0,0,2
16467,0,0,0,169,1452,0,152,0,3881,74,96,0,2295,4889,287,0,6241,4623,1138,1162,3669,0,5371,0,3307
16468,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16469,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16470,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16471,0,0,0,99,0,0,0,0,3882,8,104,0,63,4890,260,0,6242,4624,73,169,3670,0,5372,0,2
16472,0,0,0,2060,0,0,0,0,3883,1333,1962,0,116,4891,67,0,6243,4625,2782,1,431,0,5373,0,1784
16473,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16474,0,0,0,1051,1453,0,0,0,3884,61,81,0,669,0,147,0,6244,0,786,1163,15,0,0,0,2
16475,0,0,0,2,0,0,0,0,0,1,2,0,2,4892,1,0,3,4626,1,1,2,0,5374,0,2
16476,0,0,0,2225,1454,0,0,0,3885,80,27,0,2296,4893,291,0,6245,4627,813,125,988,0,5375,0,1379
16477,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16478,0,0,0,3445,0,0,0,0,148,11,665,0,477,4894,1,0,6246,4628,1,17,3671,0,5376,0,2
16479,0,0,0,891,0,0,0,0,3886,171,1963,0,1679,4895,45,0,6247,4629,2063,15,406,0,3700,0,662
16480,0,0,0,2,0,1,0,0,3887,232,1964,0,2,0,103,910,6248,0,1,33,500,0,0,0,2
16481,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16482,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,4630,1,1,2,0,0,0,2
16483,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16484,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16485,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16486,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16487,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16488,0,0,0,851,0,0,0,298,0,13,1965,0,2297,4896,163,0,5725,0,2783,33,3672,0,5377,0,3308
16489,0,0,0,3446,1455,0,0,0,0,185,1966,0,2298,0,1,0,6249,0,2784,1,703,0,0,0,3309
16490,0,1378,0,3447,0,0,0,299,3888,1334,1967,0,2,0,21,911,6250,4631,2785,109,3401,0,5378,0,3310
16491,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16492,0,0,0,2,0,0,0,0,0,1,2,0,2,4897,1,0,3,0,1,1,2,0,0,0,2
16493,0,0,0,3448,0,0,0,0,0,1,34,0,2,0,103,0,6251,0,1,125,2,0,0,0,3311
16494,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16495,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16496,0,0,0,2468,0,0,0,0,3889,103,305,0,2299,4898,1423,0,6252,4632,143,92,3673,0,5379,0,2
16497,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,3312
16498,0,0,0,2,1456,0,0,0,0,1335,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16499,0,0,0,2,0,0,0,0,0,1,2,0,2,0,117,0,3,0,1,1,2,0,0,0,2
16500,0,0,0,1568,0,0,0,0,0,1336,438,0,2300,4899,1,0,6253,0,1,69,3674,0,5380,0,3313
16501,0,290,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16502,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16503,0,0,0,2371,0,0,0,0,0,1337,183,0,2301,4900,138,0,6254,4633,2786,15,3675,0,5381,0,3314
16504,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,6255,0,1,1,2,0,0,0,2
16505,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16506,0,0,0,1140,0,0,0,0,3890,1,2,0,2,0,1,0,6256,0,1,1,2,0,0,0,2
16507,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16508,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,2652,1,2,0,0,0,3315
16509,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,6257,0,1,1,2,0,0,0,2
16510,224,0,0,1807,1457,0,153,0,0,0,85,0,79,4901,79,0,6258,4634,843,1164,3676,0,5382,0,3316
16511,0,0,0,2,0,0,0,0,0,1,2,0,2,0,150,0,3,0,1,1,3677,0,0,0,3317
16512,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16513,0,0,0,3449,1458,0,0,0,0,1,924,0,174,4902,1424,0,6259,4635,1531,1,3678,0,5383,0,3318
16514,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16515,0,0,0,2,0,0,0,0,3891,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16516,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16517,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16518,0,0,0,2,0,0,0,0,0,1,2,0,2302,0,1,0,3,0,1,1,2,0,0,0,2
16519,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16520,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16521,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16522,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16523,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16524,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16525,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16526,0,0,0,208,0,0,0,0,801,3,539,0,627,1021,104,0,1285,4636,732,292,873,0,1129,0,2
16527,0,0,0,238,0,0,0,0,0,68,406,0,628,4903,191,0,1288,2064,2787,76,3679,0,5384,0,3319
16528,0,0,0,2,0,0,0,0,3892,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16529,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,2788,1,2,0,0,0,2
16530,0,0,0,615,0,0,0,0,3893,15,1247,0,1642,4904,598,0,6260,4637,143,92,3680,0,5385,0,2
16531,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16532,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16533,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16534,0,0,0,1372,1459,0,0,0,0,1,1968,0,295,0,321,0,3792,0,1029,1,2,0,0,0,3320
16535,0,0,0,846,0,0,0,0,0,1,27,0,79,4905,255,0,668,4638,621,1,3681,0,938,0,634
16536,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16537,0,0,0,2,0,0,0,0,3894,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16538,0,0,0,288,0,0,0,0,3895,676,0,0,104,4906,265,0,6261,4639,597,58,3507,0,5386,0,3321
16539,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16540,0,1361,0,1330,0,0,0,0,0,11,27,0,63,4907,22,0,6262,4640,1,1,10,0,5387,0,2
16541,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16542,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16543,0,15,0,60,0,0,0,0,0,1,15,0,13,4908,163,0,6263,4641,45,1,58,0,5388,0,3108
16544,0,1379,0,3450,1460,0,0,300,3896,1338,1969,0,2303,4909,5,0,6264,4642,2789,1165,3682,0,5389,0,3322
16545,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16546,0,0,0,2,0,1,0,0,0,49,182,0,2,4910,0,912,6265,0,2790,415,3683,0,5390,0,2
16547,0,1380,0,2480,1461,0,0,0,0,1,15,0,2304,4911,225,0,6266,4643,2791,1,3684,0,5391,0,3323
16548,0,0,0,3451,0,0,0,78,0,89,1970,0,2305,4912,1425,913,6267,0,1,1,3685,0,5392,0,3324
16549,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,3325
16550,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16551,0,0,0,2,0,0,0,0,0,1,2,0,2,4913,1,0,3,0,1,1,2,0,0,0,2
16552,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16553,0,0,0,2077,0,0,0,0,0,1,2,0,2,0,1,0,6268,0,1,1,2,0,0,0,2
16554,0,0,0,2390,0,0,0,0,0,1,2,0,2,0,55,0,6269,0,1,1,58,0,0,0,3326
16555,0,0,0,56,0,0,0,0,0,1,27,0,108,4914,51,914,6270,0,828,1,3686,0,5393,0,3327
16556,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,786,0,0,0,2
16557,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16558,0,0,0,3452,1462,0,0,0,0,348,1971,0,26,4915,67,0,6271,4644,2792,93,3687,0,5394,0,3328
16559,0,0,0,615,0,0,0,0,3897,15,1247,0,27,4916,598,0,6272,4645,143,92,3688,0,5395,0,2
16560,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16561,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16562,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16563,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16564,0,0,0,2,0,0,0,0,3898,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16565,0,0,0,440,0,0,0,0,3899,255,0,0,13,4917,138,0,2218,4646,2793,1,3689,0,203,0,3329
16566,0,0,0,308,1463,0,0,0,0,29,1972,0,33,4918,110,0,6273,4647,2794,1166,3690,0,5396,0,206
16567,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16568,0,0,0,2,0,0,0,0,0,1,1138,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16569,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16570,0,0,0,3142,0,0,0,301,3900,1,556,0,2,4919,225,0,6274,267,2795,16,2,0,5397,0,2
16571,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16572,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16573,0,0,0,2,0,0,0,0,3901,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16574,0,1381,0,774,0,0,0,0,0,1,0,0,1596,0,1,0,6275,0,31,1,793,0,0,0,107
16575,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16576,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16577,0,1382,0,3453,0,0,0,0,0,219,27,0,539,4920,1,0,4524,4648,2796,31,209,0,5398,0,3330
16578,0,0,0,3454,0,0,0,0,3902,1,2,0,2,0,1,0,3,0,1,1,18,0,0,0,2
16579,0,0,0,858,1464,0,0,0,3903,336,51,0,59,4921,25,0,6276,4649,2797,109,252,0,5399,0,645
16580,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,915,3,0,1,1,2,0,0,0,2
16581,0,1383,0,3455,701,0,0,0,0,1339,0,0,2306,0,98,0,6277,4650,2798,1167,2164,0,5400,0,3331
16582,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16583,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,916,3,0,1,1,2,0,0,0,2
16584,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16585,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16586,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16587,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16588,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16589,0,0,0,615,0,0,0,0,3904,15,1247,0,539,4922,20,0,6278,4651,561,169,373,0,5401,0,2
16590,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16591,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16592,0,0,0,1993,0,0,0,0,0,8,27,0,43,4923,320,0,6279,4652,1,1,62,0,5402,0,2
16593,0,0,0,1434,0,0,0,0,0,1,2,0,581,4924,1,0,6280,4653,1,1,247,0,5403,0,2
16594,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16595,225,0,0,2,1465,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16596,0,1384,0,3456,0,0,0,0,3905,139,15,0,37,0,93,0,6281,0,1448,1,3691,0,5404,0,3332
16597,0,1385,0,3457,0,0,0,302,0,340,1973,0,2307,4925,1426,0,6282,4654,1,76,3692,0,0,0,3333
16598,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,4655,1,1,2,0,0,0,2
16599,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,2799,1,2,0,0,0,2
16600,0,0,0,912,0,0,0,0,211,15,0,0,2308,0,117,0,6283,0,2586,34,62,0,0,0,2
16601,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16602,0,1386,0,3458,0,0,0,0,3906,1,120,0,2,0,819,0,1993,0,2073,135,3693,0,0,0,3334
16603,0,0,0,371,0,0,0,0,3907,1340,1974,0,5,4926,272,0,6284,4656,2800,93,3694,0,5405,0,3335
16604,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16605,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16606,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16607,0,0,0,509,0,0,0,0,3908,1341,19,0,2309,0,200,0,6285,4657,962,1,1722,0,5406,0,3336
16608,0,1387,0,1802,1466,0,0,0,0,1,15,0,285,4927,1,0,3766,4658,2801,1,2483,0,5407,0,1521
16609,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16610,0,0,0,3459,0,0,0,0,0,1,2,0,2,0,1,0,6286,0,1,83,3695,0,5408,0,2
16611,0,0,0,3460,0,0,0,0,0,18,0,0,2310,0,158,0,6287,4659,2802,1,143,0,5409,0,2
16612,0,0,0,2,0,0,0,0,0,1,2,0,2,4928,1,0,3,4660,1,1,2,0,5410,0,2
16613,0,0,0,463,1467,0,0,0,3909,1342,58,0,327,4929,952,917,3025,4661,2803,37,3696,0,2619,0,3337
16614,0,1227,0,99,0,0,0,0,0,1,921,0,102,4930,1,0,6288,0,73,515,3697,0,5411,0,2
16615,0,0,0,1022,0,0,0,0,0,1,120,0,1,4931,1,0,6289,4662,1815,1,3698,0,5412,0,775
16616,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16617,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16618,0,0,0,35,1468,0,0,0,0,3,29,0,2311,4932,381,918,6290,4663,346,1168,3699,0,5413,0,25
16619,0,0,0,2,0,0,0,0,0,1,2,0,48,0,1,0,3,0,2408,1,2,0,0,0,2
16620,0,0,0,2098,0,0,0,0,3910,714,29,0,275,4933,1,0,6291,4664,2804,1,3700,0,5414,0,2
16621,0,0,0,488,0,0,0,0,0,1,0,0,2,0,1,0,6292,0,1,1,3701,0,0,0,2
16622,0,0,0,3461,0,0,0,303,0,610,18,0,1050,4934,1,0,6293,4665,1,1,316,0,5415,0,2
16623,0,0,0,693,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16624,0,0,0,2,0,0,154,0,3911,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16625,0,1090,0,1673,1469,0,0,0,0,1,15,0,13,4935,1,0,2579,4666,2805,1,508,0,5416,0,3338
16626,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16627,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16628,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16629,0,0,0,267,0,0,0,0,3631,18,158,0,63,4605,1427,0,6294,4667,187,8,1996,0,5042,0,2
16630,0,0,0,2,0,0,0,0,3912,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16631,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,3702,0,0,0,2
16632,0,0,0,2,0,0,0,0,3913,19,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16633,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
16634,0,0,0,970,0,0,0,0,3914,19,519,0,2,4936,1,919,3454,0,1,1,3703,0,5417,0,2
16635,0,0,0,405,1470,0,0,0,3915,1,279,0,275,4937,27,0,6295,4668,352,19,79,0,5418,0,2
16636,0,0,0,3462,1471,0,0,0,3916,19,1975,0,288,0,53,0,6296,0,2514,1,3704,0,0,0,3339
