269,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,100,0,0,0,2
270,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
271,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
272,0,0,0,2,0,0,0,0,75,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
273,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
274,0,0,0,2,0,0,0,0,76,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
275,0,0,0,110,0,0,0,0,77,1,0,0,92,90,85,0,117,91,1,1,90,0,101,0,2
276,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,13,2,0,0,0,2
277,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
278,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
279,0,0,0,111,0,0,0,0,78,18,77,0,93,91,86,0,118,0,80,51,101,0,102,0,82
280,0,0,0,112,0,0,0,0,0,13,78,0,94,0,1,20,119,0,81,1,2,0,103,0,83
281,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,92,1,1,2,0,0,0,2
282,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
283,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
284,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
285,0,0,0,113,0,0,0,0,0,8,79,0,2,0,1,0,120,0,1,16,63,0,0,0,84
286,0,0,0,114,0,0,0,0,79,51,27,0,1,92,87,0,121,93,82,52,102,0,104,0,2
287,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
288,0,0,0,2,0,0,0,0,80,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
289,0,0,0,2,0,0,0,0,0,1,80,0,2,0,1,0,3,0,1,1,2,0,0,0,2
290,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
291,0,0,0,115,0,0,0,0,81,8,81,0,5,93,62,0,122,94,83,53,31,0,105,0,2
292,0,0,0,2,0,0,0,0,82,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
293,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
294,0,0,0,2,0,0,0,0,0,1,2,0,2,94,1,0,3,0,1,1,2,0,0,0,2
295,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
296,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
297,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
298,0,0,0,116,0,0,0,0,0,19,82,0,79,95,88,0,123,95,1,13,103,0,106,0,85
299,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
300,0,0,0,2,0,0,0,0,83,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
301,0,0,0,117,33,0,0,0,84,18,83,0,56,96,74,0,124,96,84,54,104,0,107,0,86
302,0,0,0,118,0,0,0,0,0,0,34,0,2,0,89,0,125,97,1,55,105,0,108,0,87
303,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
304,0,0,0,119,0,0,0,0,0,1,14,0,95,97,1,21,126,0,1,1,106,0,109,0,2
305,0,0,0,120,0,0,0,0,85,52,81,0,2,98,19,0,127,98,1,56,107,0,110,0,2
306,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
307,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
308,0,0,0,2,0,0,0,0,86,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
309,0,31,0,121,34,0,0,0,0,1,15,0,5,99,1,0,128,99,85,1,108,0,111,0,88
310,0,0,0,122,0,0,0,0,0,1,84,0,96,100,21,0,129,0,86,16,7,0,112,0,89
311,0,0,0,2,0,0,0,0,87,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
312,0,0,0,123,0,0,0,0,0,1,85,0,2,0,90,0,130,0,1,1,63,0,0,0,2
313,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
314,0,0,0,124,0,0,0,0,88,53,27,0,97,101,74,0,131,100,87,57,109,0,113,0,90
315,0,0,0,125,0,0,0,0,89,54,2,0,98,0,91,0,132,101,88,1,110,0,114,0,2
316,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
317,0,0,0,126,0,0,0,0,90,8,86,0,99,102,92,0,133,102,57,58,111,0,115,0,2
318,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
319,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
320,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
321,0,0,0,127,35,0,0,0,0,55,58,0,100,103,1,0,134,0,89,1,112,0,116,0,91
322,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,103,1,1,2,0,0,0,2
323,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
324,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
325,0,0,0,128,0,0,0,0,0,56,87,0,1,104,7,0,135,104,90,59,113,0,117,0,92
326,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
327,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
328,0,32,0,129,36,0,0,0,0,1,88,0,26,105,1,0,136,105,1,1,114,0,118,0,93
329,0,0,0,130,0,0,0,0,0,1,50,0,19,106,93,0,137,106,1,19,115,0,119,0,2
330,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
331,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
332,0,0,0,32,37,0,0,0,0,57,89,0,101,107,86,0,138,107,91,60,116,0,120,0,22
333,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
334,0,33,0,131,38,0,0,0,0,1,15,0,13,108,1,0,139,108,92,1,117,0,121,0,94
335,0,0,0,2,0,0,0,0,0,1,2,0,102,0,94,0,3,0,1,1,2,0,0,0,2
336,0,0,0,2,0,0,0,0,0,1,2,0,2,0,70,0,3,0,1,1,2,0,0,0,2
337,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
338,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
339,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
340,0,34,0,132,0,0,0,9,0,58,90,0,103,109,95,0,140,0,1,37,118,0,122,0,2
341,0,0,0,133,0,0,0,0,0,1,91,0,104,110,19,0,141,0,93,13,119,0,123,0,95
342,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
343,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
344,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
345,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,109,1,1,2,0,0,0,2
346,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
347,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
348,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
349,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
350,0,0,0,134,0,0,0,0,91,59,92,0,54,111,96,0,142,110,94,61,24,0,124,0,2
351,0,35,0,135,0,0,7,0,92,1,29,0,2,0,97,0,143,0,1,62,120,0,0,0,96
352,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
353,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
354,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
355,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
356,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
357,0,36,0,2,0,0,0,0,93,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
358,0,0,0,136,0,0,0,0,0,60,5,0,105,0,1,0,144,111,95,63,121,0,125,0,97
359,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
360,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
361,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
362,0,0,0,137,39,0,0,0,94,61,93,0,106,0,1,0,145,112,96,64,122,0,126,0,98
363,0,0,0,138,0,0,0,10,0,19,94,0,10,112,1,0,146,113,1,1,13,0,127,0,99
364,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
365,0,0,0,139,0,0,0,0,95,19,27,0,5,113,1,0,147,114,1,1,123,0,128,0,2
366,0,0,0,140,0,0,0,0,0,1,2,0,2,0,1,0,148,0,1,1,51,0,0,0,100
367,0,0,0,141,40,0,0,0,0,3,2,0,107,114,1,0,149,115,97,65,124,0,129,0,101
368,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
369,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
370,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,125,0,0,0,2
371,0,37,0,142,0,0,0,0,96,13,0,0,108,115,98,0,150,116,98,66,126,0,130,0,102
372,0,0,0,143,0,0,0,0,0,1,95,0,109,0,99,0,52,87,99,13,27,0,131,0,103
373,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
374,0,0,0,2,0,0,0,0,0,1,2,0,2,116,1,0,3,117,1,1,2,0,132,0,2
375,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
376,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
377,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,118,1,1,2,0,0,0,2
378,0,0,0,144,0,0,0,0,0,29,96,0,110,117,1,0,151,119,1,1,127,0,133,0,2
379,0,0,0,145,0,2,0,0,0,19,58,0,18,0,1,0,152,120,1,3,128,0,134,0,8
380,0,0,0,146,0,0,0,0,97,62,85,0,106,118,64,0,153,121,100,67,129,0,135,0,2
381,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
382,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
383,0,0,0,147,0,0,0,0,0,63,97,0,111,119,100,0,154,0,101,1,130,0,136,0,2
384,0,0,0,148,41,0,0,0,98,3,74,0,1,120,101,0,155,122,102,68,131,0,137,0,104
385,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,3,0,1,1,2,0,0,0,2
386,0,0,0,2,42,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
387,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
388,0,0,0,149,0,0,0,0,0,1,2,0,2,0,55,0,156,0,1,1,2,0,0,0,105
389,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
390,0,0,0,2,0,0,0,0,0,1,2,0,2,121,1,0,3,0,1,1,2,0,138,0,2
391,0,0,0,2,0,0,0,0,0,1,2,0,2,0,9,0,157,0,1,1,2,0,0,0,2
392,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
393,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
394,0,0,0,150,0,0,0,0,0,0,23,0,112,122,100,0,158,123,1,0,132,0,139,0,106
395,0,0,0,2,43,0,0,0,99,1,2,0,113,123,1,22,3,124,1,1,2,0,140,0,2
396,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
397,6,0,0,151,44,0,0,0,0,1,2,0,114,124,102,0,159,125,1,1,133,0,141,0,107
398,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
399,0,0,0,152,0,0,0,0,0,64,22,0,115,0,1,23,160,0,1,1,2,0,142,0,2
400,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
401,0,0,0,2,0,0,0,0,0,1,2,0,2,125,1,0,3,0,1,1,2,0,0,0,2
402,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
403,0,0,0,153,0,0,0,0,0,65,98,0,116,0,103,0,161,126,1,69,134,0,143,0,108
404,0,0,0,2,0,0,0,0,0,66,2,0,2,126,1,0,3,127,1,1,2,0,144,0,2
405,7,0,0,154,0,0,0,0,100,1,27,0,58,127,104,0,162,128,103,70,135,0,145,0,109
406,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
407,0,38,0,155,0,1,0,0,101,67,27,0,117,128,105,0,163,129,104,1,136,0,146,0,110
408,0,0,0,2,0,0,0,0,0,1,2,0,2,129,1,0,3,130,1,1,2,0,0,0,2
409,0,0,0,156,0,0,0,0,102,68,94,0,26,130,1,0,164,131,1,8,4,0,147,0,111
410,0,0,0,157,0,0,0,0,103,19,99,0,118,131,21,0,165,132,105,71,137,0,148,0,2
411,0,39,0,2,0,0,0,0,0,1,15,0,43,132,1,0,166,133,106,1,57,0,149,0,112
412,0,0,0,158,0,0,0,0,0,1,2,0,2,0,1,0,3,134,1,72,2,0,0,0,2
413,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
414,0,0,0,2,45,0,0,0,0,1,2,0,2,0,106,0,3,0,1,1,2,0,0,0,2
415,0,0,0,159,0,0,0,0,104,1,69,0,119,133,1,0,167,0,107,1,138,0,150,0,2
416,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,3,0,1,1,2,0,0,0,2
417,0,0,0,160,0,0,0,0,105,18,96,0,5,0,107,0,168,135,73,1,139,0,151,0,2
418,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
419,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
420,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,169,0,1,1,140,0,0,0,113
421,0,0,0,161,0,0,0,0,0,1,2,0,2,0,1,0,170,0,1,1,141,0,0,0,114
422,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,136,1,1,2,0,152,0,2
423,0,0,0,2,0,0,0,0,106,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
424,0,0,0,2,0,0,0,0,0,1,2,0,2,134,1,0,3,137,1,1,2,0,153,0,2
425,0,0,0,2,0,0,0,0,0,1,2,0,2,135,1,0,3,0,1,1,2,0,0,0,2
426,0,40,0,162,46,0,0,0,0,69,0,0,120,136,108,0,171,138,108,1,87,0,154,0,115
427,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
428,0,41,0,163,47,0,0,0,0,26,0,0,13,0,109,0,172,0,109,73,142,0,0,0,2
429,0,0,0,164,0,0,0,0,0,70,100,0,121,137,1,0,173,139,110,74,143,0,155,0,2
430,0,0,0,2,0,0,0,0,0,1,2,0,122,0,1,0,3,0,1,1,2,0,0,0,2
431,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,174,0,1,1,2,0,0,0,2
432,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
433,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,24,3,0,1,1,2,0,0,0,2
434,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,111,1,2,0,0,0,2
435,0,0,0,165,0,0,0,11,107,71,101,0,123,138,110,0,175,140,112,1,144,0,156,0,2
436,0,42,0,166,48,0,0,0,108,19,94,0,124,139,46,0,176,141,113,72,145,0,157,0,2
437,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
438,0,0,0,167,0,0,0,0,0,72,102,0,125,140,111,0,177,87,114,1,146,0,158,0,2
439,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
440,0,0,0,168,0,0,0,0,109,73,27,0,79,141,43,0,178,142,115,1,147,0,159,0,116
441,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,143,1,1,2,0,0,0,2
442,0,0,0,169,49,0,0,0,110,74,26,0,126,142,112,25,179,144,116,75,148,0,160,0,2
443,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
444,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,145,1,1,2,0,0,0,2
445,0,0,0,170,0,1,0,0,0,75,103,0,2,0,113,26,180,0,1,76,149,0,0,0,2
446,0,0,0,171,0,0,0,0,0,3,104,0,127,0,114,0,181,0,117,1,150,0,0,0,117
447,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
448,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
449,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
450,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
451,0,0,0,81,0,0,0,0,111,18,105,0,128,0,115,0,182,0,118,34,151,0,161,0,2
452,0,0,0,2,0,0,0,0,0,1,2,0,2,0,116,0,3,0,1,1,2,0,0,0,2
453,0,0,0,2,0,0,0,0,0,1,2,0,2,143,1,0,3,0,1,1,2,0,0,0,2
454,0,0,0,2,0,0,0,0,112,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
455,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
456,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
457,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
458,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
459,0,0,0,172,0,0,0,0,113,76,38,0,104,144,18,0,183,146,1,1,87,0,162,0,2
460,0,0,0,133,0,0,0,0,0,1,106,0,104,145,7,0,184,0,1,1,152,0,163,0,2
461,0,0,0,32,0,0,0,0,0,77,81,0,129,146,88,0,185,147,119,77,153,0,164,0,2
462,0,0,0,173,0,0,0,0,114,19,0,0,1,147,117,0,186,148,120,78,154,0,165,0,118
463,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,166,0,2
464,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
465,0,0,0,2,0,0,0,0,115,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
466,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,119
467,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
468,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
469,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
470,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
471,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
472,0,0,0,174,0,0,0,0,116,78,0,0,130,148,37,27,187,149,121,15,155,0,167,0,120
473,0,0,0,175,0,0,0,0,117,79,7,0,56,149,118,28,188,150,122,79,156,0,168,0,121
474,0,0,0,176,0,0,0,0,0,1,107,0,2,0,1,0,3,0,1,76,157,0,0,0,122
475,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
476,0,0,0,2,0,0,0,0,118,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
477,0,0,0,2,0,0,0,0,0,1,2,0,131,0,1,0,3,0,1,1,2,0,0,0,2
478,0,0,0,2,0,0,0,0,119,1,2,0,2,150,1,0,3,151,1,1,2,0,169,0,2
479,0,0,0,177,0,0,8,0,120,1,2,0,2,0,1,0,189,0,1,1,158,0,0,0,2
480,0,0,0,178,0,0,0,0,121,80,108,0,132,0,119,0,190,0,118,78,159,0,0,0,2
481,0,0,0,179,0,0,9,0,122,68,27,0,133,151,120,29,191,152,123,80,160,0,170,0,123
482,0,0,0,2,0,0,0,0,0,1,109,0,2,0,1,0,3,0,1,1,2,0,0,0,2
483,0,0,0,180,0,0,0,12,123,81,94,0,134,152,121,0,192,153,124,81,161,0,171,0,124
484,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
485,0,0,0,2,0,0,0,0,0,1,2,0,2,153,1,0,3,0,1,1,2,0,0,0,2
486,0,0,0,181,0,0,0,0,0,1,0,0,135,0,1,0,193,20,1,82,162,0,0,0,125
487,0,0,0,182,0,0,0,0,124,82,110,0,136,0,122,0,194,0,125,1,163,0,0,0,2
488,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,154,1,1,2,0,0,0,2
489,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
490,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
491,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
492,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
493,0,0,0,183,0,0,0,0,125,75,25,0,29,154,123,0,195,155,126,41,164,0,172,0,2
494,0,0,0,184,0,0,0,0,0,83,111,0,137,0,1,0,196,156,1,1,30,0,173,0,2
495,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
496,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
497,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,157,1,1,2,0,0,0,2
498,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,165,0,0,0,2
499,8,43,0,185,0,0,0,0,0,1,81,0,43,0,124,0,197,0,1,1,166,0,0,0,2
500,0,0,0,186,0,0,0,0,0,13,0,0,2,0,125,0,198,0,1,83,167,0,0,0,2
501,0,0,0,187,50,0,0,0,0,1,112,0,13,0,71,0,199,158,127,1,142,0,174,0,126
502,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
503,0,0,0,188,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
504,0,0,0,189,0,0,0,0,126,62,85,0,138,155,126,0,200,159,128,84,168,0,175,0,2
505,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
506,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
507,0,0,0,190,0,0,0,0,0,1,113,0,139,0,1,0,201,160,1,1,169,0,176,0,127
508,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
509,0,0,0,191,0,0,10,0,127,84,114,0,140,156,127,0,202,161,129,1,170,0,177,0,2
510,0,0,0,192,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,178,0,2
511,0,0,0,2,0,0,0,0,128,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
512,9,0,0,193,0,0,0,0,129,35,104,0,141,0,128,0,203,0,130,77,171,0,0,0,128
513,0,0,0,194,0,0,0,0,0,1,2,0,2,157,1,0,3,0,1,1,2,0,179,0,2
514,0,44,0,195,0,0,0,0,0,8,115,0,142,158,129,0,204,162,131,79,113,0,180,0,2
515,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
516,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
517,0,0,0,196,51,0,0,0,0,35,0,0,143,159,1,0,205,163,1,1,172,0,181,0,129
518,0,0,0,197,0,0,0,0,0,85,116,0,144,160,107,0,206,164,132,1,62,0,182,0,130
519,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,165,1,1,173,0,183,0,2
520,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
521,0,0,0,198,0,0,0,0,130,1,38,0,145,0,1,30,207,0,1,1,174,0,0,0,2
522,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
523,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
524,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
525,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
526,0,0,0,2,0,0,0,0,131,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
527,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
528,0,0,0,24,0,0,0,0,132,68,117,0,1,161,108,0,208,0,133,85,175,0,184,0,131
529,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
530,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
531,0,45,0,199,52,0,0,0,133,3,26,0,146,162,34,31,209,166,134,31,176,0,185,0,2
532,0,0,0,200,0,0,0,0,134,1,27,0,147,163,70,0,210,167,133,86,2,0,186,0,132
533,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
534,0,0,0,201,0,0,0,0,0,19,58,0,148,164,130,0,211,168,1,1,177,0,187,0,133
535,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
536,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
537,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
